API WELL  NUMBER,Production Year,"QUARTER 1,2,3,4",OWNER NAME,COUNTY,TOWNSHIP,WELL NAME,WELL NUMBER,OIL,GAS,BRINE,DAYS
34067211320000,2020,4,EAP OHIO LLC,HARRISON,ARCHER,NM HARRISON 16-11-5     8H,8H,67,"90,271","1,664",92
34067210680000,2020,4,EAP OHIO LLC,HARRISON,STOCK,HENDERSON SOUTH 10-12-6     5H,5H,"1,168","13,649",449,92
34067210760000,2020,4,EAP OHIO LLC,HARRISON,STOCK,ADDY 9-12-6     3H,3H,"3,684","22,135",519,90
34067210790100,2020,4,EAP OHIO LLC,HARRISON,RUMLEY,GOTSHALL 14-12-5     3H,3H,241,"25,400",137,92
34067211080000,2020,4,EAP OHIO LLC,HARRISON,RUMLEY,LONG 21-12-5     8H,8H,430,"46,785",371,92
34067211110000,2020,4,EAP OHIO LLC,HARRISON,STOCK,RENSI SOUTH 4-12-6     10H,10H,494,"17,049",194,92
34067211120000,2020,4,EAP OHIO LLC,HARRISON,STOCK,RENSI SOUTH 4-12-6     8H,8H,"1,317","20,106",473,92
34067211430000,2020,4,EAP OHIO LLC,HARRISON,RUMLEY,RUBY 15-12-5     3H,3H,355,"86,135",240,92
34067211200000,2020,4,EAP OHIO LLC,HARRISON,RUMLEY,STEWART 12-11-5     5H,5H,6,"47,916",682,91
34067211330000,2020,4,EAP OHIO LLC,HARRISON,ARCHER,NM HARRISON 16-11-5     10H,10H,63,"57,613",542,92
34067210570100,2020,4,EAP OHIO LLC,HARRISON,ARCHER,NORTH AMERICAN COAL ROYALTY CO BUELL     8H,8H,28,"78,573","1,088",92
34067210640000,2020,4,EAP OHIO LLC,HARRISON,STOCK,STUART HENDERSON 11-12-6     1H,1H,"1,203","14,048",121,92
34067210670000,2020,4,EAP OHIO LLC,HARRISON,ARCHER,BUELL 10-11-5     10H,10H,0,"558,266","4,346",92
34067210860000,2020,4,EAP OHIO LLC,HARRISON,STOCK,RENSI SOUTH 4-12-6     6H,6H,"1,212","20,532",112,92
34067211090000,2020,4,EAP OHIO LLC,HARRISON,STOCK,DODSON 28-11-5     5H,5H,146,"23,138","1,199",92
34067211300000,2020,4,EAP OHIO LLC,HARRISON,ARCHER,NM HARRISON 16-11-5     6H,6H,180,"85,020","1,378",92
34067213680000,2020,4,EAP OHIO LLC,HARRISON,RUMLEY,MATTIE 18-11-5     8H,8H,365,"119,145",819,92
34067211160000,2020,4,EAP OHIO LLC,HARRISON,STOCK,DODSON 28-11-5     1H,1H,500,"27,582",812,92
34067212990000,2020,4,EAP OHIO LLC,HARRISON,MONROE,BOWERSTON 21-13-6     8H,8H,"2,788","25,386",280,92
34067215320000,2020,4,EAP OHIO LLC,HARRISON,NORTH,GARVEY 25-12-5     7H,7H,"1,479","158,471","1,316",92
34067214830000,2020,4,EAP OHIO LLC,HARRISON,MONROE,BOWERSTON 21-13-6     7H,7H,"2,166","18,322",389,92
34067213900000,2020,4,EAP OHIO LLC,HARRISON,NORTH,R ALAN 3-13-6     6H,6H,"1,406","35,772",578,92
34067214350000,2020,4,EAP OHIO LLC,HARRISON,NORTH,WILLIAM DENOON 17-12-6     4H,4H,"4,535","22,287",480,91
34067214060000,2020,4,EAP OHIO LLC,HARRISON,GERMAN,MCBRIDE 20-11-4     8H,8H,0,"64,059","1,108",92
34067214330000,2020,4,EAP OHIO LLC,HARRISON,NORTH,WILLIAM DENOON 17-12-6     1H,1H,"4,970","48,966","1,501",91
34067215270000,2020,4,EAP OHIO LLC,HARRISON,MONROE,OUR LAND CO 20-13-6     9H,9H,"5,725","42,443","2,219",92
34067215440000,2020,4,EAP OHIO LLC,HARRISON,GERMAN,MICKEY 18-10-4     3H,3H,0,"338,508",348,92
34067212060000,2020,4,EAP OHIO LLC,HARRISON,ARCHER,HELEN HALTER 23-11-5     8H (6H),8H (6H),250,"40,292",222,92
34067211940000,2020,4,EAP OHIO LLC,HARRISON,NORTH,ROGERS 27-12-5     3H,3H,"1,035","61,139",407,92
34067212330000,2020,4,EAP OHIO LLC,HARRISON,NORTH,KLODT 29-11-5     1H,1H,"1,280","41,820","1,025",92
34067213920000,2020,4,EAP OHIO LLC,HARRISON,NORTH,R ALAN 3-13-6     8H,8H,"1,029","35,519",578,92
34067214580000,2020,4,EAP OHIO LLC,HARRISON,RUMLEY,MATTIE 18-11-5     1H,1H,"1,182","75,303",465,92
34067213380000,2020,4,EAP OHIO LLC,HARRISON,GERMAN,MURRAY 5-10-4     6H,6H,0,"44,270",132,92
34067215080000,2020,4,EAP OHIO LLC,HARRISON,ARCHER,SADIE 33-10-4     201H,201H,0,"328,819","3,489",91
34067211910000,2020,4,EAP OHIO LLC,HARRISON,STOCK,WRIGHT 35-11-5     8H,8H,611,"38,728",799,92
34067215260000,2020,4,EAP OHIO LLC,HARRISON,MONROE,BOWERSTON 21-13-6     5H,5H,"3,758","29,615","2,496",90
34081206840000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,SCHIAPPA TRUST A 27-7-2     3H,3H,0,"20,455","1,452",58
34081206900000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,SCHIAPPA TRUST A 27-7-2     5H,5H,0,"98,774","3,185",92
34081208130000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,WILLIAMSON 12-10-3     205H,205H,0,"365,134","4,865",92
34081206740000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,BOZICH 28-7-2     201H,201H,0,"286,948","6,438",39
34081208120000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,WILLIAMSON 12-10-3     1H,1H,0,"505,395","13,848",76
34081206340000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,SHULTZ 25-11-3     3H,3H,0,"430,812","6,717",92
34081206490000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,OLD OAK FARM 6-10-3     10H,10H,0,"574,624","29,404",31
34081206190000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,NEWBURN 26-10-3     10H,10H,0,"1,224,701","11,302",92
34081206440000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,WILLIAMSON 12-10-3     3H,3H,0,"2,563",125,8
34081206510000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,OLD OAK FARM 6-10-3     8H,8H,0,"560,730","37,090",31
34081208110000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,WILLIAMSON 12-10-3     5H,5H,0,"407,874","6,778",92
34081205860000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,R KIRK 32-11-3     6H,6H,0,"1,219,714","22,590",92
34081208070000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,BRUNER LAND CO 20-11-3     10H,10H,0,"524,012","15,871",87
34081206350000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,SHULTZ 25-11-3     1H,1H,0,"429,625","2,795",92
34081205570000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,R KIRK 32-11-3     8H,8H,0,"927,550","18,919",92
34081208170000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,BRUNER LAND CO 20-11-3     6H,6H,0,"407,021","11,583",87
34081205510000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,CRAWFORD 28-10-3     6H,6H,0,"65,925",249,92
34081206670000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,ACTON 23-7-2     6H,6H,0,"61,569",313,92
34081205090000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,ASCUNCION WEST 15-11-3     1H,1H,0,"30,919",12,92
34081206200000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,CARIS 22-11-3     1H,1H,0,490,115,8
34081208540000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,MAPLE 31-7-2     205H,205H,0,"2,424,931","32,482",92
34081205850000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,R KIRK 32-11-3     10H,10H,0,"37,942","1,041",92
34081205950000,2020,4,EAP OHIO LLC,JEFFERSON,KNOX,WHITEHILL 10-8-2     3H,3H,0,"89,653",407,92
34081205450000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,CIACCI 22-11-4     6H,6H,0,"53,513",238,92
34081206290000,2020,4,EAP OHIO LLC,JEFFERSON,KNOX,BRAND 32-8-2     1H,1H,0,"55,665",177,92
34081206830000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,SCHIAPPA TRUST A 27-7-2     1H,1H,0,0,0,0
34081205530000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,KEYSTONE TRUST 34-10-3     10H,10H,0,"62,596",185,92
34081208470000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,MCCOY 17-11-4     10H,10H,0,"401,375","3,971",92
34081206360000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,SHULTZ 25-11-3     5H,5H,0,"138,213","1,814",81
34081205180100,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,DAILEY 28-10-3     3H,3H,0,"12,885",123,54
34081206280000,2020,4,EAP OHIO LLC,JEFFERSON,KNOX,BRAND 32-8-2     201H,201H,0,"101,784",227,85
34081206150000,2020,4,EAP OHIO LLC,JEFFERSON,SALINE,CATTRELL 35-8-2     206H,206H,0,"54,496","2,615",92
34081205810000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,GND TRUST 2-12-4     10H,10H,0,"82,474",469,65
34081206470000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,OLD OAK FARM 6-10-3     5H,5H,0,0,141,0
34081206390000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,HENRY 8-11-3     6H,6H,0,"50,045",126,49
34081205410000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,BOOTH 23-11-4     6H,6H,0,"63,757",169,91
34081205220000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,MAPLE 31-7-2     5H,5H,0,"2,432,692","32,482",92
34081206330000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,3M 19-11-3     1H,1H,0,383,"5,518",13
34081206370000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,HENRY 8-11-3     10H,10H,0,"59,828",52,61
34081205170000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,VAHALIK 18-11-4     6H,6H,0,"17,677",12,82
34081206180000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,NEWBURN 26-10-3     8H,8H,0,"982,311","11,302",92
34081206690000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,ACTON 23-7-2     1H,1H,0,"72,795",297,92
34081206010000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,AUSTIN LAKES 2-11-3     3H,3H,0,0,279,0
34081205690000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,GIULIANO 7-10-3     5H,5H,0,"82,268",163,92
34081205540000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,KEYSTONE TRUST 34-10-3     1H,1H,0,"36,071",163,92
34081205310100,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,MAPLE 31-7-2     3H,3H,0,0,0,0
34081206680000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,ACTON 23-7-2     9H,9H,0,"69,114",44,92
34081208300000,2020,4,EAP OHIO LLC,JEFFERSON,KNOX,HM YODER 33-8-2     1H,1H,0,"1,470,618","32,346",92
34081208240000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,SCHIAPPA TRUST B 20-7-2     1H,1H,0,"318,780","3,286",92
34081208180000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,BRUNER LAND CO 20-11-3     8H,8H,0,"537,340","3,638",87
34081206760000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,BOZICH 28-7-2     206H,206H,0,"1,280,733","18,634",92
34081206730000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,BOZICH 28-7-2     6H,6H,0,"6,673",0,88
34081206750000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,BOZICH 28-7-2     205H,205H,0,"144,029","1,303",92
34081206230000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,CARIS 22-11-3     5H,5H,0,565,145,8
34081205120100,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,VAHALIK 18-11-4     8H,8H,0,"13,601",163,78
34081206260000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,CARIS 22-11-3     201H,201H,0,"1,050",168,8
34081206620000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,MCCOY 17-11-4     8H,8H,0,"39,082","2,562",92
34081206530000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,OLD OAK FARM 6-10-3     3H,3H,0,0,167,0
34081206520000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,OLD OAK FARM 6-10-3     6H,6H,0,"586,831","34,780",31
34081206500000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,OLD OAK FARM 6-10-3     1H,1H,0,0,214,0
34081206380000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,HENRY 8-11-3     8H,8H,0,"47,602",102,50
34081206170000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,NEWBURN 26-10-3     6H,6H,0,0,0,0
34081206610000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,WILLIAMSON 12-10-3     210H,210H,0,"45,966",691,54
34081205440000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,CIACCI 22-11-4     1H,1H,0,"116,952",671,92
34081206700000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,BOZICH 28-7-2     1H,1H,0,"203,890","1,365",37
34081206710000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,BOZICH 28-7-2     3H,3H,0,"80,218","4,174",92
34081206720000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,BOZICH 28-7-2     5H,5H,0,"104,033","2,358",92
34081206000000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,AUSTIN LAKES 2-11-3     5H,5H,0,0,915,0
34081206220000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,CARIS 22-11-3     3H,3H,0,584,21,8
34081205490000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,SCHIAPPA TRUST B 20-7-2     3H,3H,0,"83,607","3,286",92
34081205210000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,DAILEY 28-10-3     5H,5H,0,"14,452",109,55
34081205420000,2020,4,EAP OHIO LLC,JEFFERSON,BRUSH CREEK,BROWN 36-11-3     3H,3H,0,"59,720",59,92
34081205380000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,MCCOY 17-11-4     3H,3H,0,"62,262",500,92
34081205260000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,KIRK WEST 22-10-3     6H,6H,0,"44,534",263,92
34081205080100,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,ASUNCION WEST 15-11-3     3H,3H,0,"22,480",146,92
34081208520000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,GND TRUST 2-12-4     5H,5H,0,"2,830,197","55,337",92
34081205140000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,CAIN 16-12-4     3H,3H,0,285,3,57
34081205100000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,DENOON 5-10-3     5H,5H,0,"9,147",705,90
34081205190000,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,KIRK 22-10-3     8H,8H,0,"42,471",243,92
34081205200000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,CAIN SOUTH 16-12-4     8H,8H,0,"22,636","2,173",92
34081205130100,2020,4,EAP OHIO LLC,JEFFERSON,SALEM,DENOON 5-10-3     3H,3H,0,"27,498","1,265",92
34081208310000,2020,4,EAP OHIO LLC,JEFFERSON,KNOX,HM YODER 33-8-2     3H,3H,0,"1,521,572","46,709",92
34081208320000,2020,4,EAP OHIO LLC,JEFFERSON,KNOX,HM YODER 33-8-2     5H,5H,0,"1,374,372","40,045",91
34081208480000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,MCCOY 17-11-4     6H,6H,0,"701,525","7,707",92
34081208490000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,GND TRUST 2-12-4     205H,205H,0,"2,280,500","61,533",89
34081208500000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,GND TRUST 2-12-4     1H,1H,0,"2,863,195","51,578",92
34081208510000,2020,4,EAP OHIO LLC,JEFFERSON,SPRINGFIELD,GND TRUST 2-12-4     3H,3H,0,"2,658,283","74,392",92
34081208250000,2020,4,EAP OHIO LLC,JEFFERSON,ISLAND CREEK,SCHIAPPA TRUST B  20-7-2     5H,5H,0,"317,681","3,286",92
34081205150000,2020,4,EAP OHIO LLC,JEFFERSON,ROSS,ASUNCION WEST 15-11-3     6H,6H,0,"36,372",0,92
34081205110100,2020,4,EAP OHIO LLC,JEFFERSON,WAYNE,PELEGREEN FARMS 33-9-3     6H,6H,0,"40,032",288,48
34081205070100,2020,4,EAP OHIO LLC,JEFFERSON,BRUSH CREEK,BROWN 36-11-3     10H,10H,0,"39,896",441,92
34151257350000,2020,4,EAP OHIO LLC,STARK,MARLBORO,FRANK UNIT     2-H,2-H,0,0,0,0
34151257470100,2020,4,EAP OHIO LLC,STARK,OSNABURG,DREVON 29-18-7     8H,8H,188,"23,424",58,92
34155240660100,2020,4,EAP OHIO LLC,TRUMBULL,JOHNSTON,LENNINGTON     1H,1H,0,0,0,0
34157254940000,2020,4,EAP OHIO LLC,TUSCARAWAS,CLAY,NETTLE     3H,3H,0,0,0,0
34157254830100,2020,4,EAP OHIO LLC,TUSCARAWAS,WARREN,GRIBI 1-9-1     3H,3H,335,"12,617",152,91
34157255140000,2020,4,EAP OHIO LLC,TUSCARAWAS,PERRY,PARKER 23-5-1     101H,101H,0,0,0,0
34157255170100,2020,4,EAP OHIO LLC,TUSCARAWAS,MILL,CONKLIN 34-13-7     4H,4H,"1,923","17,711",240,92
34157255080000,2020,4,EAP OHIO LLC,TUSCARAWAS,PERRY,PARKER 23-5-1     3H,3H,841,"9,980",103,49
34013213800000,2020,4,ECLIPSE RESOURCES I LP,BELMONT,KIRKWOOD,BOYD HALL B     5H,5H,"6,199","254,843","4,106",92
34013213770000,2020,4,ECLIPSE RESOURCES I LP,BELMONT,KIRKWOOD,BOYD HALL B     7H,7H,"7,225","289,214","4,640",92
34013213780000,2020,4,ECLIPSE RESOURCES I LP,BELMONT,KIRKWOOD,BOYD HALL A     1H,1H,"7,682","259,980","4,317",92
34013213790000,2020,4,ECLIPSE RESOURCES I LP,BELMONT,KIRKWOOD,BOYD HALL A     3H,3H,"8,224","293,134","4,880",92
34059244250000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,OUTLAW A     1H,1H,"18,323","162,346","2,896",92
34059243310100,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,PORA UNIT     4H,4H,412,"48,222",842,92
34059243280000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,HAYES UNIT     4H,4H,641,"32,034",834,92
34059244960000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,YOST A     1H,1H,"6,280","86,199","2,048",92
34059244970000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,YOST B     5H,5H,"5,135","84,267","2,662",92
34059244980000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,YANOSIK A     4H,4H,"5,213","217,904","3,367",92
34059243300000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,PORA UNIT     6H,6H,472,"50,068","1,320",92
34059244950000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,OUTLAW C     11H,11H,"16,409","157,784","4,342",92
34059245160000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,OUTLAW B     5H,5H,"18,458","180,799","1,900",92
34059243620000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,ANDY YODER D     4H,4H,764,"31,436",584,92
34059244110000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,LONDONDERRY,ABE TROYER     10H,10H,"1,876","58,536","2,008",92
34059243890000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,WEEKENDER     6H,6H,480,"49,277",478,92
34059243660000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,FRANK MILLER UNIT     2H,2H,"1,396","28,191",924,92
34059243490000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,FRITZ UNIT     3H,3H,"2,625","44,858","1,250",92
34059244170000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,FINERAN B     5H,5H,"27,503","216,967","3,878",92
34059243870000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,WEEKENDER     8H,8H,383,"49,587",595,85
34059244240000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,OUTLAW B     3H,3H,"17,065","173,455","3,234",92
34059243820000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,BORTON C UNIT     6H,6H,419,"94,694","1,545",92
34059243740000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,WHEELER UNIT     5H,5H,359,"45,512",847,92
34059243720000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,WHEELER UNIT     7H,7H,293,"49,975",897,92
34059243580000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,ANDY YODER A     3H,3H,966,"29,527","1,498",92
34059243480100,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,FRITZ UNIT     5H,5H,"1,541","40,530","1,186",92
34059243250000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,HAYES UNIT     8H,8H,940,"32,973",760,92
34059243270000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,HAYES UNIT     2H,2H,806,"36,816",946,92
34059243570100,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,ANDY YODER A     5H,5H,"1,776","29,686",546,92
34059244120000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,LONDONDERRY,ABE TROYER     4H,4H,"1,241","55,892",924,92
34059243880100,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,WEEKENDER     2H,2H,402,"49,084",627,92
34059243760000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,WHEELER UNIT     3H,3H,451,"55,454",948,92
34059243750000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,WHEELER UNIT     1H,1H,660,"69,228",855,92
34059243730000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,WHEELER UNIT     9H,9H,385,"55,591","1,428",92
34059244150000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,FINERAN A     3H,3H,"31,508","241,806","2,738",92
34059243640000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,ANDY YODER D     2H,2H,905,"29,412",439,92
34059244180000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,FINERAN B     7H,7H,"35,877","232,119","3,966",92
34059243470000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,FRITZ UNIT     7H,7H,"3,017","50,334",931,92
34059243430000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,PORA UNIT     8H,8H,661,"44,507","1,191",92
34059243260000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,HAYES UNIT     6H,6H,809,"37,416","1,154",92
34059245180000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,OUTLAW C     7H,7H,"7,625","91,842","1,857",92
34059245060000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,YANOSIK B     6H,6H,"4,656","186,017","3,900",92
34059244940000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,GREAT SCOTT     3H,3H,"9,492","133,319","3,444",92
34059243670000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,FRANK MILLER UNIT     4H,4H,"1,196","34,367",984,92
34059244080000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,LONDONDERRY,ABE TROYER     2H,2H,"1,527","47,952","1,196",92
34059243650000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,FRANK MILLER UNIT     6H,6H,"1,032","51,286",558,92
34059244230000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,LAW     4H,4H,"4,480","118,003","1,058",92
34059244100000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,LONDONDERRY,ABE TROYER     8H,8H,"1,260","60,490","1,052",92
34059244370000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,SCOTT     5H,5H,"4,867","65,612","1,238",92
34059244350000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,SCOTT     1H,1H,"5,042","57,516","1,285",92
34059244160000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,FINERAN A     1H,1H,"32,409","191,491","5,824",92
34059244990000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,YANOSIK A     2H,2H,"3,538","166,557","3,180",92
34059244090000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,LONDONDERRY,ABE TROYER     6H,6H,"1,123","51,607",805,92
34059245120000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,MERCURY C     7H,7H,"9,780","306,816","1,364",92
34059243930000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,BORTON B UNIT     4H,4H,395,"80,018",962,92
34059243590000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,ANDY YODER A     1H,1H,"2,969","35,553",459,92
34059245200000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,JUPITER B UNIT     3H,3H,"24,749","235,525","2,332",92
34059243630000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,ANDY YODER D     6H,6H,"1,410","57,407",337,92
34059243840000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,WEEKENDER     4H,4H,347,"46,714",438,92
34059243810000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,BORTON C UNIT     8H,8H,359,"76,933","1,199",92
34059243800000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,OXFORD,BORTON A UNIT     2H,2H,701,"115,249","1,157",92
34059244140000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,FINERAN     2H,2H,"7,103","101,817","2,127",92
34059245150000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,MERCURY A     1H,1H,"5,720","283,359","1,946",92
34059245170000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,WILLS,LAW B     2H,2H,"5,341","131,470","1,977",92
34059245210000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,JUPITER A UNIT     1H,1H,"23,296","216,405",836,92
34059245130000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,MERCURY B     5H,5H,"8,825","319,718","3,448",92
34059243420000,2020,4,ECLIPSE RESOURCES I LP,GUERNSEY,MILLWOOD,PORA UNIT     2H,2H,"1,002","60,165",848,92
